N	Z	A	El	Mass Excess	Binding Energy	Decay Channel
74	65	139	Tb	-48130	8052	Bplus
73	66	139	Dy	-37642	7971	Bplus
89	51	140	Sb	-43939	8100	Bminus
88	52	140	Te	-56576.228	8184.847	Bminus
87	53	140	I 	-63606.213	8229.473	Bminus
86	54	140	Xe	-72986.451	8290.887	Bminus
85	55	140	Cs	-77050.105	8314.325	Bminus
84	56	140	Ba	-83269.354	8353.16	Bminus
83	57	140	La	-84315.871	8355.047	Bminus
82	58	140	Ce	-88076.089	8376.317	Stable
81	59	140	Pr	-84688.089	8346.529	Bplus
80	60	140	Nd	-84258.912	8337.875	Bplus
79	61	140	Pm	-78213.712	8289.107	Bplus
78	62	140	Sm	-75455.935	8263.82	Bplus
77	63	140	Eu	-66985.935	8197.732	Bplus
76	64	140	Gd	-61782.271	8154.975	Bplus
75	65	140	Tb	-50482.271	8068.672	Bplus
74	66	140	Dy	-42830	8008	Bplus
73	67	140	Ho	-29259	7906	P
90	51	141	Sb	-39110	8066	Bminus
89	52	141	Te	-50487	8141	Bminus
88	53	141	I 	-59926.657	8202.255	Bminus
87	54	141	Xe	-68197.299	8255.364	Bminus
86	55	141	Cs	-74477.523	8294.356	Bminus
85	56	141	Ba	-79732.626	8326.078	Bminus
84	57	141	La	-82931.636	8343.217	Bminus
83	58	141	Ce	-85432.916	8355.408	Bminus
82	59	141	Pr	-86015.644	8353.992	Stable
81	60	141	Nd	-84192.63	8335.515	Bplus
80	61	141	Pm	-80522.921	8303.94	Bplus
79	62	141	Sm	-75933.909	8265.845	Bplus
78	63	141	Eu	-69925.629	8217.684	Bplus
77	64	141	Gd	-63224.224	8164.608	Bplus
76	65	141	Tb	-54540.837	8097.475	Bplus
75	66	141	Dy	-45382	8027	Bplus
74	67	141	Ho	-34364	7943	P
90	52	142	Te	-46370	8111	Bminus
89	53	142	I 	-54769.984	8165.019	Bminus
88	54	142	Xe	-65229.639	8233.169	Bminus
87	55	142	Cs	-70514.55	8264.877	Bminus
86	56	142	Ba	-77842.264	8310.971	Bminus
85	57	142	La	-80024.227	8320.828	Bminus
84	58	142	Ce	-84533.188	8347.071	Stable
83	59	142	Pr	-83787.476	8336.31	Bminus
82	60	142	Nd	-85949.98	8346.03	Stable
81	61	142	Pm	-81142.044	8306.662	Bplus
80	62	142	Sm	-78986.47	8285.972	Bplus
79	63	142	Eu	-71313.47	8226.427	Bplus
78	64	142	Gd	-66959.515	8190.256	Bplus
77	65	142	Tb	-56559.515	8111.507	Bplus
76	66	142	Dy	-50120	8061	Bplus
75	67	142	Ho	-37250	7965	Bplus
74	68	142	Er	-28030	7894	x
91	52	143	Te	-40278	8068	Bminus
90	53	143	I 	-50630	8135	Bminus
89	54	143	Xe	-60202.873	8196.885	Bminus
88	55	143	Cs	-67675.509	8243.67	Bminus
87	56	143	Ba	-73937.197	8281.987	Bminus
86	57	143	La	-78171.515	8306.127	Bminus
85	58	143	Ce	-81606.671	8324.678	Bminus
84	59	143	Pr	-83068.246	8329.428	Bminus
83	60	143	Nd	-84002.234	8330.488	Stable
82	61	143	Pm	-82960.651	8317.733	Bplus
81	62	143	Sm	-79517.152	8288.182	Bplus
80	63	143	Eu	-74241.3	8245.817	Bplus
79	64	143	Gd	-68231.3	8198.318	Bplus
78	65	143	Tb	-60419.183	8138.217	Bplus
77	66	143	Dy	-52168.941	8075.052	Bplus
76	67	143	Ho	-42048	7999	Bplus
75	68	143	Er	-31260	7918	Bplus
91	53	144	I 	-45280	8098	Bminus
90	54	144	Xe	-56872.293	8172.884	Bminus
89	55	144	Cs	-63271.353	8211.889	Bminus
88	56	144	Ba	-71767.121	8265.454	Bminus
87	57	144	La	-74849.652	8281.428	Bminus
86	58	144	Ce	-80431.87	8314.76	Bminus
85	59	144	Pr	-80750.517	8311.54	Bminus
84	60	144	Nd	-83747.957	8326.922	Stable
83	61	144	Pm	-81416.093	8305.296	Bminus
82	62	144	Sm	-81965.535	8303.679	Stable
81	63	144	Eu	-75619.133	8254.173	Bplus
80	64	144	Gd	-71759.504	8221.937	Bplus
79	65	144	Tb	-62368.181	8151.287	Bplus
78	66	144	Dy	-56570.083	8105.589	Bplus
77	67	144	Ho	-44609.513	8017.097	Bplus
76	68	144	Er	-36608	7956	Bplus
75	69	144	Tm	-22259	7851	Bplus
92	53	145	I 	-40939	8068	Bminus
91	54	145	Xe	-51493.329	8135.087	Bminus
90	55	145	Cs	-60054.415	8188.733	Bminus
89	56	145	Ba	-67516.176	8234.798	Bminus
88	57	145	La	-72835.317	8266.087	Bminus
87	58	145	Ce	-77067.022	8289.875	Bminus
86	59	145	Pr	-79625.94	8302.127	Bminus
85	60	145	Nd	-81431.951	8309.187	Stable
84	61	145	Pm	-81267.474	8302.657	Bplus
83	62	145	Sm	-80651.318	8293.013	Bplus
82	63	145	Eu	-77991.507	8269.274	Bplus
81	64	145	Gd	-72926.32	8228.946	Bplus
80	65	145	Tb	-66388.411	8178.461	Bplus
79	66	145	Dy	-58242.599	8116.888	Bplus
78	67	145	Ho	-49120.105	8048.578	Bplus
77	68	145	Er	-39240	7975	Bplus
76	69	145	Tm	-27583	7889	Bplus
92	54	146	Xe	-47954.943	8110.415	Bminus
91	55	146	Cs	-55310.372	8155.436	Bminus
90	56	146	Ba	-64947.086	8216.082	Bminus
89	57	146	La	-69050.283	8238.828	Bminus
88	58	146	Ce	-75635.389	8278.573	Bminus
87	59	146	Pr	-76681.006	8280.376	Bminus
86	60	146	Nd	-80925.867	8304.092	Stable
85	61	146	Pm	-79454.309	8288.654	Bminus
84	62	146	Sm	-80996.309	8293.857	alpha
83	63	146	Eu	-77117.541	8261.932	Bplus
82	64	146	Gd	-76085.783	8249.506	Bplus
81	65	146	Tb	-67763.61	8187.146	Bplus
80	66	146	Dy	-62554.918	8146.112	Bplus
79	67	146	Ho	-51238.219	8063.242	Bplus
78	68	146	Er	-44322.012	8010.512	Bplus
77	69	146	Tm	-31055	7914	Bplus
93	54	147	Xe	-42360	8072	Bminus
92	55	147	Cs	-51920.064	8131.8	Bminus
91	56	147	Ba	-60264.029	8183.24	Bminus
90	57	147	La	-66678.39	8221.553	Bminus
89	58	147	Ce	-72013.891	8252.527	Bminus
88	59	147	Pr	-75444.067	8270.539	Bminus
87	60	147	Nd	-78146.748	8283.603	Bminus
86	61	147	Pm	-79042.26	8284.372	Bminus
85	62	147	Sm	-79266.354	8280.575	Stable
84	63	147	Eu	-77544.756	8263.541	Bplus
83	64	147	Gd	-75356.945	8243.336	Bplus
82	65	147	Tb	-70742.665	8206.624	Bplus
81	66	147	Dy	-64196.038	8156.767	Bplus
80	67	147	Ho	-55757.092	8094.037	Bplus
79	68	147	Er	-46607.807	8026.475	Bplus
78	69	147	Tm	-35974.4	7948.817	Bplus
94	54	148	Xe	-38600	8047	Bminus
93	55	148	Cs	-46910.942	8097.546	Bminus
92	56	148	Ba	-57593.735	8164.441	Bminus
91	57	148	La	-62708.735	8193.716	Bminus
90	58	148	Ce	-70398.408	8240.387	Bminus
89	59	148	Pr	-72535.424	8249.54	Bminus
88	60	148	Nd	-77407.996	8277.177	Stable
87	61	148	Pm	-76865.716	8268.226	Bminus
86	62	148	Sm	-79336.264	8279.633	Stable
85	63	148	Eu	-76299.331	8253.827	Bplus
84	64	148	Gd	-76269.329	8248.338	alpha
83	65	148	Tb	-70537.082	8204.321	Bplus
82	66	148	Dy	-67859.55	8180.943	Bplus
81	67	148	Ho	-57991.158	8108.979	Bplus
80	68	148	Er	-51478.989	8059.692	Bplus
79	69	148	Tm	-38765.027	7968.5	Bplus
78	70	148	Yb	-30330	7906	Bplus
94	55	149	Cs	-43250	8073	Bminus
93	56	149	Ba	-53120.309	8133.793	Bminus
92	57	149	La	-60219.913	8176.191	Bminus
91	58	149	Ce	-66669.913	8214.229	Bminus
90	59	149	Pr	-71039.366	8238.303	Bminus
89	60	149	Nd	-74375.466	8255.442	Bminus
88	61	149	Pm	-76064.256	8261.526	Bminus
87	62	149	Sm	-77135.737	8263.466	Stable
86	63	149	Eu	-76441.112	8253.554	Bplus
85	64	149	Gd	-75127.011	8239.484	Bplus
84	65	149	Tb	-71488.669	8209.815	Bplus
83	66	149	Dy	-67695.909	8179.109	Bplus
82	67	149	Ho	-61646.578	8133.259	Bplus
81	68	149	Er	-53741.615	8074.955	Bplus
80	69	149	Tm	-43883	8004	Bplus
79	70	149	Yb	-33198	7927	Bplus
95	55	150	Cs	-38170	8039	Bminus
94	56	150	Ba	-49900	8112	Bminus
93	57	150	La	-56129.966	8148.225	Bminus
92	58	150	Ce	-64846.854	8201.122	Bminus
91	59	150	Pr	-68300.479	8218.931	Bminus
90	60	150	Nd	-73679.755	8249.577	Stable
89	61	150	Pm	-73597.139	8243.81	Bminus
88	62	150	Sm	-77051.139	8261.621	Stable
87	63	150	Eu	-74792.234	8241.346	Bminus
86	64	150	Gd	-75763.934	8242.609	alpha
85	65	150	Tb	-71105.721	8206.338	Bplus
84	66	150	Dy	-69309.6	8189.149	Bplus
83	67	150	Ho	-61945.881	8134.842	Bplus
82	68	150	Er	-57831.313	8102.195	Bplus
81	69	150	Tm	-46491	8021	Bplus
80	70	150	Yb	-38638	7964	Bplus
79	71	150	Lu	-24640	7865	P
96	55	151	Cs	-34230	8013	Bminus
95	56	151	Ba	-44940	8079	Bminus
94	57	151	La	-53310.333	8129.043	Bminus
93	58	151	Ce	-61225.052	8176.277	Bminus
92	59	151	Pr	-66779.63	8207.881	Bminus
91	60	151	Nd	-70942.988	8230.272	Bminus
90	61	151	Pm	-73386.063	8241.27	Bminus
89	62	151	Sm	-74576.279	8243.971	Bminus
88	63	151	Eu	-74652.854	8239.297	Stable
87	64	151	Gd	-74188.737	8231.043	Bplus
86	65	151	Tb	-71623.504	8208.873	Bplus
85	66	151	Dy	-68752.405	8184.678	Bplus
84	67	151	Ho	-63622.738	8145.526	Bplus
83	68	151	Er	-58266.284	8104.872	Bplus
82	69	151	Tm	-50772.756	8050.064	Bplus
81	70	151	Yb	-41542.342	7983.755	Bplus
80	71	151	Lu	-30108	7903	P
97	55	152	Cs	-28930	7979	Bminus
96	56	152	Ba	-41710	8057	Bminus
95	57	152	La	-49290	8102	Bminus
94	58	152	Ce	-58980	8161	Bminus
93	59	152	Pr	-63758.063	8187.104	Bminus
92	60	152	Nd	-70149.407	8224.005	Bminus
91	61	152	Pm	-71254.186	8226.127	Bminus
90	62	152	Sm	-74762.603	8244.061	Stable
89	63	152	Eu	-72888.255	8226.583	Bminus
88	64	152	Gd	-74706.916	8233.401	Stable
87	65	152	Tb	-70716.916	8202.004	Bplus
86	66	152	Dy	-70117.873	8192.916	Bplus
85	67	152	Ho	-63604.771	8144.919	Bplus
84	68	152	Er	-60500.377	8119.349	alpha
83	69	152	Tm	-51720.273	8056.438	Bplus
82	70	152	Yb	-46270.381	8015.436	Bplus
81	71	152	Lu	-33422	7926	Bplus
97	56	153	Ba	-36470	8023	Bminus
96	57	153	La	-46060	8081	Bminus
95	58	153	Ce	-54910	8134	Bminus
94	59	153	Pr	-61568.463	8172.036	Bminus
93	60	153	Nd	-67330.297	8204.582	Bminus
92	61	153	Pm	-70647.824	8221.152	Bminus
91	62	153	Sm	-72559.686	8228.534	Bminus
90	63	153	Eu	-73367.222	8228.699	Stable
89	64	153	Gd	-72882.551	8220.418	Bplus
88	65	153	Tb	-71313.338	8205.048	Bplus
87	66	153	Dy	-69142.943	8185.749	Bplus
86	67	153	Ho	-65012.103	8153.637	Bplus
85	68	153	Er	-60468.604	8118.827	alpha
84	69	153	Tm	-53973.329	8071.261	alpha
83	70	153	Yb	-47208	8022	alpha
82	71	153	Lu	-38372.844	7959.07	alpha
81	72	153	Hf	-27300	7882	Bplus
98	56	154	Ba	-32820	8000	Bminus
97	57	154	La	-41530	8051	Bminus
96	58	154	Ce	-52220	8116	Bminus
95	59	154	Pr	-58104.976	8148.892	Bminus
94	60	154	Nd	-65824.976	8193.942	Bminus
93	61	154	Pm	-68511.976	8206.31	Bminus
92	62	154	Sm	-72455.176	8226.835	Stable
91	63	154	Eu	-71738.121	8217.098	Bminus
90	64	154	Gd	-73705.954	8224.796	Stable
89	65	154	Tb	-70156.303	8196.666	Bminus
88	66	154	Dy	-70393.907	8193.129	alpha 
87	67	154	Ho	-64639.311	8150.681	Bplus
86	68	154	Er	-62605.02	8132.392	Bplus
85	69	154	Tm	-54427.131	8074.208	alpha
84	70	154	Yb	-49932.083	8039.939	alpha
83	71	154	Lu	-39715	7969	alpha
82	72	154	Hf	-32670	7918	Bplus
98	57	155	La	-37930	8028	Bminus
97	58	155	Ce	-47780	8087	Bminus
96	59	155	Pr	-55415.268	8131.039	Bminus
95	60	155	Nd	-62283.724	8170.304	Bminus
94	61	155	Pm	-66939.931	8195.296	Bminus
93	62	155	Sm	-70190.819	8211.223	Bminus
92	63	155	Eu	-71818.092	8216.674	Bminus
91	64	155	Gd	-72069.88	8213.251	Stable
90	65	155	Tb	-71250.05	8202.914	Bplus
89	66	155	Dy	-69155.55	8184.354	Bplus
88	67	155	Ho	-66039.539	8159.203	Bplus
87	68	155	Er	-62209.189	8129.444	Bplus
86	69	155	Tm	-56625.913	8088.375	Bplus
85	70	155	Yb	-50502.608	8043.823	alpha
84	71	155	Lu	-42545.047	7987.436	alpha
83	72	155	Hf	-34170	7928	Bplus
82	73	155	Ta	-23928	7857	P
99	57	156	La	-33050	7997	Bminus
98	58	156	Ce	-44820	8068	Bminus
97	59	156	Pr	-51568	8106	Bminus
96	60	156	Nd	-60473.644	8158.066	Bminus
95	61	156	Pm	-64163.644	8176.705	Bminus
94	62	156	Sm	-69360.43	8205.003	Bminus
93	63	156	Eu	-70082.548	8204.617	Bminus
92	64	156	Gd	-72534.914	8215.322	Stable
91	65	156	Tb	-70090.797	8194.639	Bminus
90	66	156	Dy	-70528.964	8192.433	Stable
89	67	156	Ho	-65478.964	8155.046	Bplus
88	68	156	Er	-64211.709	8141.908	Bplus
87	69	156	Tm	-56834.55	8089.603	Bplus
86	70	156	Yb	-53265.721	8061.711	Bplus
85	71	156	Lu	-43699.544	7995.374	alpha
84	72	156	Hf	-37816.896	7952.65	alpha
83	73	156	Ta	-25861	7871	P
99	58	157	Ce	-39930	8037	Bminus
98	59	157	Pr	-48540	8086	Bminus
97	60	157	Nd	-56461.543	8131.959	Bminus
96	61	157	Pm	-62297.043	8164.145	Bminus
95	62	157	Sm	-66677.577	8187.063	Bminus
94	63	157	Eu	-69458.908	8199.795	Bminus
93	64	157	Gd	-70823.473	8203.504	Stable
92	65	157	Tb	-70763.43	8198.138	Bplus
91	66	157	Dy	-69424.558	8184.627	Bplus
90	67	157	Ho	-66832.832	8163.136	Bplus
89	68	157	Er	-63413.639	8136.375	Bplus
88	69	157	Tm	-58709.273	8101.428	Bplus
87	70	157	Yb	-53421.898	8062.767	Bplus
86	71	157	Lu	-46440.523	8013.317	alpha
85	72	157	Hf	-38903	7960	alpha
84	73	157	Ta	-29593.33	7896.043	alpha
83	74	157	W 	-19470	7827	Bplus
100	58	158	Ce	-36660	8016	Bminus
99	59	158	Pr	-44330	8060	Bminus
98	60	158	Nd	-54055	8116	Bminus
97	61	158	Pm	-59089.209	8143.254	Bminus
96	62	158	Sm	-65250.243	8177.297	Bminus
95	63	158	Eu	-67255.188	8185.035	Bminus
94	64	158	Gd	-70689.546	8201.819	Stable
93	65	158	Tb	-69470.668	8189.153	Bminus
92	66	158	Dy	-70407.349	8190.13	Stable
91	67	158	Ho	-66187.593	8158.471	Bplus
90	68	158	Er	-65303.808	8147.926	Bplus
89	69	158	Tm	-58703.194	8101.199	Bplus
88	70	158	Yb	-56010.237	8079.203	Bplus
87	71	158	Lu	-47212.19	8018.568	Bplus
86	72	158	Hf	-42102.39	7981.276	Bplus
85	73	158	Ta	-31167	7907	alpha
84	74	158	W 	-23633	7854	alpha
100	59	159	Pr	-41088	8039	Bminus
99	60	159	Nd	-49807	8089	Bminus
98	61	159	Pm	-56554.28	8126.859	Bminus
97	62	159	Sm	-62207.775	8157.495	Bminus
96	63	159	Eu	-66043.285	8176.697	Bminus
95	64	159	Gd	-68561.436	8187.614	Bminus
94	65	159	Tb	-69532.363	8188.8	Stable
93	66	159	Dy	-69167.134	8181.583	Bplus
92	67	159	Ho	-67329.534	8165.105	Bplus
91	68	159	Er	-64561.034	8142.773	Bplus
90	69	159	Tm	-60570.398	8112.754	Bplus
89	70	159	Yb	-55838.606	8078.074	Bplus
88	71	159	Lu	-49708.604	8034.6	Bplus
87	72	159	Hf	-42852.6	7986.56	Bplus
86	73	159	Ta	-34439.148	7928.725	Bplus
85	74	159	W 	-25295	7866	alpha
84	75	159	Re	-14745	7795	x
101	59	160	Pr	-36520	8011	Bminus
100	60	160	Nd	-47134	8073	Bminus
99	61	160	Pm	-53002	8104	Bminus
98	62	160	Sm	-60234.793	8144.625	Bminus
97	63	160	Eu	-63480.463	8160.021	Bminus
96	64	160	Gd	-67941.741	8183.014	Stable
95	65	160	Tb	-67836.257	8177.465	Bminus
94	66	160	Dy	-69672.73	8184.054	Stable
93	67	160	Ho	-66382.73	8158.602	Bplus
92	68	160	Er	-66064.228	8151.721	Bplus
91	69	160	Tm	-60302.028	8110.818	Bplus
90	70	160	Yb	-58162.706	8092.557	Bplus
89	71	160	Lu	-50269.937	8038.338	Bplus
88	72	160	Hf	-45938.943	8006.38	Bplus
87	73	160	Ta	-35823.695	7938.27	Bplus
86	74	160	W 	-29326.455	7892.772	alpha
85	75	160	Re	-16739	7809	P
101	60	161	Nd	-42588	8044	Bminus
100	61	161	Pm	-50235	8087	Bminus
99	62	161	Sm	-56671.962	8122.041	Bminus
98	63	161	Eu	-61791.524	8148.98	Bminus
97	64	161	Gd	-65505.824	8167.191	Bminus
96	65	161	Tb	-67461.589	8174.479	Bminus
95	66	161	Dy	-68055.801	8173.31	Stable
94	67	161	Ho	-67197.27	8163.119	Bplus
93	68	161	Er	-65201.608	8145.864	Bplus
92	69	161	Tm	-61898.708	8120.49	Bplus
91	70	161	Yb	-57839.4	8090.417	Bplus
90	71	161	Lu	-52562.344	8052.781	Bplus
89	72	161	Hf	-46314.672	8009.117	Bplus
88	73	161	Ta	-38778.997	7957.452	alpha
87	74	161	W 	-30555	7902	alpha
86	75	161	Re	-20840.203	7836.312	P
85	76	161	Os	-9979	7764	alpha
102	60	162	Nd	-39550	8026	Bminus
101	61	162	Pm	-46370	8063	Bminus
100	62	162	Sm	-54530	8109	Bminus
99	63	162	Eu	-58703.401	8129.438	Bminus
98	64	162	Gd	-64280.401	8159.035	Bminus
97	65	162	Tb	-65675.958	8162.82	Bminus
96	66	162	Dy	-68181.478	8173.457	Stable
95	67	162	Ho	-66041.541	8155.418	Bminus
94	68	162	Er	-66334.519	8152.397	Stable
93	69	162	Tm	-61477.791	8117.588	Bplus
92	70	162	Yb	-59826.347	8102.565	Bplus
91	71	162	Lu	-52831.753	8054.559	Bplus
90	72	162	Hf	-49169.008	8027.12	Bplus
89	73	162	Ta	-39780.194	7964.335	Bplus
88	74	162	W 	-33999.207	7923.821	Bplus
87	75	162	Re	-22501	7848	alpha
86	76	162	Os	-14440	7793	alpha
102	61	163	Pm	-43249	8044	Bminus
101	62	163	Sm	-50720	8085	Bminus
100	63	163	Eu	-56484.886	8115.471	Bminus
99	64	163	Gd	-61313.886	8140.297	Bminus
98	65	163	Tb	-64596.071	8155.633	Bminus
97	66	163	Dy	-66381.17	8161.785	Stable
96	67	163	Ho	-66378.335	8156.968	Bplus
95	68	163	Er	-65167.723	8144.741	Bplus
94	69	163	Tm	-62728.723	8124.979	Bplus
93	70	163	Yb	-59299.094	8099.138	Bplus
92	71	163	Lu	-54791.409	8066.684	Bplus
91	72	163	Hf	-49263.682	8027.972	Bplus
90	73	163	Ta	-42534.629	7981.89	Bplus
89	74	163	W 	-34908.193	7930.302	Bplus
88	75	163	Re	-26002.244	7870.865	Bplus
87	76	163	Os	-16192	7806	alpha
103	61	164	Pm	-38870	8017	Bminus
102	62	164	Sm	-48102	8069	Bminus
101	63	164	Eu	-53381	8096	Bminus
100	64	164	Gd	-59774	8130	Bminus
99	65	164	Tb	-62077.965	8139.765	Bminus
98	66	164	Dy	-65967.965	8158.714	Stable
97	67	164	Ho	-64981.503	8147.929	Bminus
96	68	164	Er	-65942.89	8149.02	Stable
95	69	164	Tm	-61904.035	8119.623	Bplus
94	70	164	Yb	-61017.418	8109.446	Bplus
93	71	164	Lu	-54642.37	8065.804	Bplus
92	72	164	Hf	-51818.505	8043.814	Bplus
91	73	164	Ta	-43282.8	7986.997	Bplus
90	74	164	W 	-38235.759	7951.452	Bplus
89	75	164	Re	-27472.436	7881.052	alpha
88	76	164	Os	-20422.106	7833.291	alpha
87	77	164	Ir	-7344	7749	P
103	62	165	Sm	-43808	8043	Bminus
102	63	165	Eu	-50724	8080	Bminus
101	64	165	Gd	-56453	8110	Bminus
100	65	165	Tb	-60566	8130	Bminus
99	66	165	Dy	-63612.606	8143.909	Bminus
98	67	165	Ho	-64899.006	8146.964	Stable
97	68	165	Er	-64521.61	8139.936	Bplus
96	69	165	Tm	-62929.621	8125.546	Bplus
95	70	165	Yb	-60295.382	8104.839	Bplus
94	71	165	Lu	-56442.242	8076.745	Bplus
93	72	165	Hf	-51635.507	8042.872	Bplus
92	73	165	Ta	-45847.853	8003.054	Bplus
91	74	165	W 	-38861.022	7955.968	Bplus
90	75	165	Re	-30659.776	7901.522	Bplus
89	76	165	Os	-21795	7843	alpha
88	77	165	Ir	-11593	7776	alpha
104	62	166	Sm	-40730	8024	Bminus
103	63	166	Eu	-47208	8059	Bminus
102	64	166	Gd	-54530	8098	Bminus
101	65	166	Tb	-57884.789	8113.68	Bminus
100	66	166	Dy	-62584.789	8137.28	Bminus
99	67	166	Ho	-63071.329	8135.499	Bminus
98	68	166	Er	-64926.042	8141.959	Stable
97	69	166	Tm	-61888.375	8118.946	Bplus
96	70	166	Yb	-61595.74	8112.471	Bplus
95	71	166	Lu	-56020.981	8074.175	Bplus
94	72	166	Hf	-53858.983	8056.438	Bplus
93	73	166	Ta	-46097.775	8004.971	Bplus
92	74	166	W 	-41888.031	7974.898	Bplus
91	75	166	Re	-31893.478	7909.977	Bplus
90	76	166	Os	-25431.517	7866.336	alpha
89	77	166	Ir	-13354	7789	alpha
88	78	166	Pt	-4730	7732	alpha
104	63	167	Eu	-44010	8040	Bminus
103	64	167	Gd	-50813	8076	Bminus
102	65	167	Tb	-55927	8102	Bminus
101	66	167	Dy	-59930.626	8120.992	Bminus
100	67	167	Ho	-62280.626	8130.379	Bminus
99	68	167	Er	-63291.18	8131.746	Stable
98	69	167	Tm	-62543.641	8122.585	Bplus
97	70	167	Yb	-60590.576	8106.205	Bplus
96	71	167	Lu	-57501.125	8083.021	Bplus
95	72	167	Hf	-53467.756	8054.184	Bplus
94	73	167	Ta	-48351.059	8018.861	Bplus
93	74	167	W 	-42098.058	7976.733	Bplus
92	75	167	Re	-34831	7929	Bplus
91	76	167	Os	-26501.993	7873.974	alpha
90	77	167	Ir	-17072.44	7812.825	alpha
89	78	167	Pt	-6612	7746	alpha
105	63	168	Eu	-39740	8014	Bminus
104	64	168	Gd	-48363	8061	Bminus
103	65	168	Tb	-52723	8082	Bminus
102	66	168	Dy	-58559.566	8112.536	Bminus
101	67	168	Ho	-60061.171	8116.817	Bminus
100	68	168	Er	-62991.171	8129.601	Stable
99	69	168	Tm	-61312.921	8114.954	Bminus
98	70	168	Yb	-61581.901	8111.898	Stable
97	71	168	Lu	-57067.85	8080.372	Bplus
96	72	168	Hf	-55360.552	8065.553	Bplus
95	73	168	Ta	-48393.908	8019.428	Bplus
94	74	168	W 	-44893.109	7993.933	Bplus
93	75	168	Re	-35794.885	7935.12	Bplus
92	76	168	Os	-29995.213	7895.941	Bplus
91	77	168	Ir	-18666.226	7823.85	alpha
90	78	168	Pt	-11007.46	7773.605	alpha
105	64	169	Gd	-44153	8036	Bminus
104	65	169	Tb	-50329	8068	Bminus
103	66	169	Dy	-55597.177	8094.763	Bminus
102	67	169	Ho	-58797.177	8109.068	Bminus
101	68	169	Er	-60923.104	8117.019	Bminus
100	69	169	Tm	-61275.212	8114.473	Stable
99	70	169	Yb	-60377.563	8104.532	Bplus
98	71	169	Lu	-58084.563	8086.335	Bplus
97	72	169	Hf	-54716.889	8061.778	Bplus
96	73	169	Ta	-50290.43	8030.957	Bplus
95	74	169	W 	-44917.873	7994.537	Bplus
94	75	169	Re	-38409.232	7951.395	Bplus
93	76	169	Os	-30722.691	7901.284	Bplus
92	77	169	Ir	-22093.839	7845.596	alpha
91	78	169	Pt	-12512	7784	alpha
90	79	169	Au	-1788	7716	alpha
106	64	170	Gd	-41380	8020	Bminus
105	65	170	Tb	-46724	8047	Bminus
104	66	170	Dy	-53663	8083	Bminus
103	67	170	Ho	-56238.681	8093.796	Bminus
102	68	170	Er	-60108.681	8111.959	Stable
101	69	170	Tm	-59795.853	8105.517	Bminus
100	70	170	Yb	-60763.919	8106.609	Stable
99	71	170	Lu	-57306.224	8081.668	Bplus
98	72	170	Hf	-56253.854	8070.875	Bplus
97	73	170	Ta	-50137.665	8030.296	Bplus
96	74	170	W 	-47290.832	8008.948	Bplus
95	75	170	Re	-38913.193	7955.065	Bplus
94	76	170	Os	-33926.247	7921.128	Bplus
93	77	170	Ir	-23360	7854	Bplus
92	78	170	Pt	-16299.193	7808.236	alpha
91	79	170	Au	-3752	7730	P
106	65	171	Tb	-44032	8031	Bminus
105	66	171	Dy	-50189	8063	Bminus
104	67	171	Ho	-54518.956	8083.608	Bminus
103	68	171	Er	-57718.956	8097.746	Bminus
102	69	171	Tm	-59210.298	8101.893	Bminus
101	70	171	Yb	-59306.81	8097.882	Stable
100	71	171	Lu	-57828.395	8084.661	Bplus
99	72	171	Hf	-55431.345	8066.068	Bplus
98	73	171	Ta	-51720.273	8039.791	Bplus
97	74	171	W 	-47086.09	8008.115	Bplus
96	75	171	Re	-41250.28	7969.412	Bplus
95	76	171	Os	-34301.942	7924.204	Bplus
94	77	171	Ir	-26412.025	7873.489	alpha
93	78	171	Pt	-17469.702	7816.619	alpha
92	79	171	Au	-7562.295	7754.106	P
91	80	171	Hg	3480	7685	alpha
107	65	172	Tb	-39850	8007	Bminus
106	66	172	Dy	-48009	8050	Bminus
105	67	172	Ho	-51484	8066	Bminus
104	68	172	Er	-56483.612	8090.41	Bminus
103	69	172	Tm	-57374.379	8091.041	Bminus
102	70	172	Yb	-59255.446	8097.429	Stable
101	71	172	Lu	-56735.98	8078.232	Bplus
100	72	172	Hf	-56402.226	8071.743	Bplus
99	73	172	Ta	-51329.977	8037.705	Bplus
98	74	172	W 	-49097.186	8020.175	Bplus
97	75	172	Re	-41537.106	7971.672	Bplus
96	76	172	Os	-37243.842	7942.163	Bplus
95	77	172	Ir	-27379.369	7880.263	Bplus
94	78	172	Pt	-21106.92	7839.247	alpha
93	79	172	Au	-9318.006	7766.158	alpha
92	80	172	Hg	-1058.744	7713.591	alpha
107	66	173	Dy	-43939	8027	Bminus
106	67	173	Ho	-49351	8054	Bminus
105	68	173	Er	-53654	8074	Bminus
104	69	173	Tm	-56256.059	8084.463	Bminus
103	70	173	Yb	-57551.225	8087.427	Stable
102	71	173	Lu	-56880.916	8079.03	Bplus
101	72	173	Hf	-55411.784	8066.016	Bplus
100	73	173	Ta	-52396.538	8044.064	Bplus
99	74	173	W 	-48727.383	8018.333	Bplus
98	75	173	Re	-43553.865	7983.906	Bplus
97	76	173	Os	-37438.257	7944.033	Bplus
96	77	173	Ir	-30268.435	7898.067	Bplus
95	78	173	Pt	-21942.911	7845.42	alpha
94	79	173	Au	-12832.44	7788.237	alpha
93	80	173	Hg	-2710	7725	alpha
108	66	174	Dy	-41370	8012	Bminus
